 1059  Herttoniemi (M) - Pasila - Pajamäki                         Hertonäs (M) - Böle - Smedjebacka                           Herttoniemi (M), lait.12      Hertonäs (M), pf. 12          Pajamäki                      Smedjebacka                   1999010120180812
 1059  Sompasaari - Kalasatama(M) - Pasila - Pajamäki              Sumparn - Fiskehamnen(M) - Böle - Smedjebacka               Sompasaari                    Sumparn                       Pajamäki                      Smedjebacka                   2018081320501231
