 1059  120170619201708161431104P000166762982557326
 1059  120170619201708161431003X000266762962557348
 1059  120170619201708161431003M000366762722557319
 1059  120170619201708161431187E000466762602557301
 1059  120170619201708161431187M000566762532557290
 1059  120170619201708161431187M000666762312557256
 1059  120170619201708161431187M000766762072557213
 1059  120170619201708161431187M000866761962557192
 1059  120170619201708161431187M000966761882557172
 1059  120170619201708161431187M001066761842557163
 1059  120170619201708161431187M001166761812557155
 1059  120170619201708161431001X001266761752557146
 1059  120170619201708161431001M001366761602557095
 1059  120170619201708161431001M001466761562557085
 1059  120170619201708161431001M001566761422557049
 1059  120170619201708161431001M001666761292557018
 1059  120170619201708161431001M001766761062556976
 1059  120170619201708161431001M001866760862556943
 1059  120170619201708161431001M001966760652556914
 1059  120170619201708161431001M002066760492556894
 1059  120170619201708161431102P002166760042556841
 1059  120170619201708161431102M002266759782556812
 1059  120170619201708161431102M002366759332556760
 1059  120170619201708161431015X002466758922556709
 1059  120170619201708161431015M002566758812556694
 1059  120170619201708161431015M002666758102556592
 1059  120170619201708161431015M002766757972556569
 1059  120170619201708161431015M002866757752556529
 1059  120170619201708161431015M002966757622556501
 1059  120170619201708161431015M003066757382556439
 1059  120170619201708161431015M003166757252556400
 1059  120170619201708161431015M003266756892556271
 1059  120170619201708161420118P003366756862556256
 1059  120170619201708161420118M003466756772556215
 1059  120170619201708161420118M003566756552556099
 1059  120170619201708161420118M003666756482556069
 1059  120170619201708161420118M003766756302555994
 1059  120170619201708161420118M003866756262555976
 1059  120170619201708161420118M003966756132555935
 1059  120170619201708161420118M004066755882555877
 1059  120170619201708161420118M004166755502555801
 1059  120170619201708161420118M004266755272555764
 1059  120170619201708161420116P004366755212555756
 1059  120170619201708161420116M004466755102555741
 1059  120170619201708161420116M004566754842555702
 1059  120170619201708161420116M004666754662555675
 1059  120170619201708161420116M004766754502555649
 1059  120170619201708161420116M004866754182555589
 1059  120170619201708161420116M004966753842555510
 1059  120170619201708161420116M005066753652555455
 1059  120170619201708161420116M005166753492555399
